id,sample,library,fq1,fq2,sample_number,cell_type,stage,timepoint,cross,animal_id,slx_identifier,index_true_seq,run,pool,lane_number,date_sorted,rin,rna_qubit_concentration_ng_ul,library_prep_date,rin_category,ddw_ul,library_prep_input_in_ul_10ng,index,library_concentration_from_qubit_ng_ul,average_library_size_according_to_the_bioanalyzer_bp,library_concentration_n_m,comments
SLX-18042.D712rna_D505rna,endothelial_t3_cb_M00324000,LIB70,data/raw/reads/NovaSeq_Run_1/SLX-18042/SLX-18042.D712rna_D505rna.H3YKJDSXY.s_4.r_1.fq.gz,data/raw/reads/NovaSeq_Run_1/SLX-18042/SLX-18042.D712rna_D505rna.H3YKJDSXY.s_4.r_2.fq.gz,70,endothelial,gestation d14.5,t3,cb,M00324000 (AFGY29),SLX-18042,D712rna_D505rna,NovaSeq_Run_1,pool_1_4,3,2019-02-20T00:00:00Z,7.7,4.4,2020-01-06,hi,5.7272727272727275,2.2727272727272725,5'12+3'5,6.5,388,25.382692908466105,NA
SLX-18042.D711rna_D505rna,endothelial_t3_cb_M00323999,LIB69,data/raw/reads/NovaSeq_Run_1/SLX-18042/SLX-18042.D711rna_D505rna.H3YKJDSXY.s_4.r_1.fq.gz,data/raw/reads/NovaSeq_Run_1/SLX-18042/SLX-18042.D711rna_D505rna.H3YKJDSXY.s_4.r_2.fq.gz,69,endothelial,gestation d14.5,t3,cb,M00323999 (AFGY28),SLX-18042,D711rna_D505rna,NovaSeq_Run_1,pool_1_4,3,2019-02-20T00:00:00Z,9.2,5.74,2020-01-06,hi,6.2578397212543555,1.7421602787456445,5'11+3'5,6.42,396,24.563820018365472,NA
SLX-18044.D710rna_D507rna,endothelial_t3_bc_M00334656,LIB68,data/raw/reads/NovaSeq_Run_1/SLX-18044/SLX-18044.D710rna_D507rna.H3YKJDSXY.s_2.r_1.fq.gz,data/raw/reads/NovaSeq_Run_1/SLX-18044/SLX-18044.D710rna_D507rna.H3YKJDSXY.s_2.r_2.fq.gz,68,endothelial,gestation d14.5,t3,bc,M00334656 (AFGH61),SLX-18044,D710rna_D507rna,NovaSeq_Run_1,pool_1_4,4,2019-05-01T00:00:00Z,8.9,6.84,2020-01-06,hi,6.538011695906433,1.4619883040935673,5'10+3'7,4.84,437,16.781083142639208,NA
SLX-18044.D709rna_D507rna,endothelial_t3_bc_M00329356,LIB67,data/raw/reads/NovaSeq_Run_1/SLX-18044/SLX-18044.D709rna_D507rna.H3YKJDSXY.s_2.r_1.fq.gz,data/raw/reads/NovaSeq_Run_1/SLX-18044/SLX-18044.D709rna_D507rna.H3YKJDSXY.s_2.r_2.fq.gz,67,endothelial,gestation d14.5,t3,bc,M00329356 (AFGH60),SLX-18044,D709rna_D507rna,NovaSeq_Run_1,pool_1_4,4,2019-04-17T00:00:00Z,8.4,6.24,2020-01-06,hi,6.397435897435898,1.6025641025641024,5'9+3'7,9.5,403,35.71697120084217,NA
SLX-18044.D712rna_D507rna,endothelial_t3_cb_M00338409,LIB72,data/raw/reads/NovaSeq_Run_1/SLX-18044/SLX-18044.D712rna_D507rna.H3YKJDSXY.s_2.r_1.fq.gz,data/raw/reads/NovaSeq_Run_1/SLX-18044/SLX-18044.D712rna_D507rna.H3YKJDSXY.s_2.r_2.fq.gz,72,endothelial,gestation d14.5,t3,cb,M00338409 (AFGY48),SLX-18044,D712rna_D507rna,NovaSeq_Run_1,pool_1_4,4,2019-05-16T00:00:00Z,9.2,1.5333333333333332,2020-01-06,hi,1.4782608695652169,6.521739130434783,5'12+3'7,5.26,357,22.324081147610556,NA
SLX-18044.D711rna_D507rna,endothelial_t3_cb_M00333420,LIB71,data/raw/reads/NovaSeq_Run_1/SLX-18044/SLX-18044.D711rna_D507rna.H3YKJDSXY.s_2.r_1.fq.gz,data/raw/reads/NovaSeq_Run_1/SLX-18044/SLX-18044.D711rna_D507rna.H3YKJDSXY.s_2.r_2.fq.gz,71,endothelial,gestation d14.5,t3,cb,M00333420 (AFGY42),SLX-18044,D711rna_D507rna,NovaSeq_Run_1,pool_1_4,4,2019-04-17T00:00:00Z,9,1.25,2020-01-06,hi,0,8,5'11+3'7,18.7,377,75.15473032714412,"used less, sample run out"
SLX-18045.D706rna_D501rna,basal_t3_bc_M00322174,LIB114,data/raw/reads/NovaSeq_Run_1/SLX-18045/SLX-18045.D706rna_D501rna.H3YKJDSXY.s_1.r_1.fq.gz,data/raw/reads/NovaSeq_Run_1/SLX-18045/SLX-18045.D706rna_D501rna.H3YKJDSXY.s_1.r_2.fq.gz,114,basal,gestation d14.5,t3,bc,M00322174 (AFGH43),SLX-18045,D706rna_D501rna,NovaSeq_Run_1,pool_5_8,5,2019-03-25T00:00:00Z,9.5,40.2,2020-01-08,hi,7.751243781094527,0.24875621890547261,5'6+3'1,2.08,429,7.3461891643709825,NA
SLX-18045.D708rna_D501rna,basal_t3_cb_M00324000,LIB118,data/raw/reads/NovaSeq_Run_1/SLX-18045/SLX-18045.D708rna_D501rna.H3YKJDSXY.s_1.r_1.fq.gz,data/raw/reads/NovaSeq_Run_1/SLX-18045/SLX-18045.D708rna_D501rna.H3YKJDSXY.s_1.r_2.fq.gz,118,basal,gestation d14.5,t3,cb,M00324000 (AFGY29),SLX-18045,D708rna_D501rna,NovaSeq_Run_1,pool_5_8,5,2019-02-20T00:00:00Z,9.3,22.4,2020-01-08,hi,7.553571428571429,0.44642857142857145,5'8+3'1,12.6,400,47.72727272727273,NA
SLX-18045.D705rna_D501rna,basal_t3_bc_M00322173,LIB113,data/raw/reads/NovaSeq_Run_1/SLX-18045/SLX-18045.D705rna_D501rna.H3YKJDSXY.s_1.r_1.fq.gz,data/raw/reads/NovaSeq_Run_1/SLX-18045/SLX-18045.D705rna_D501rna.H3YKJDSXY.s_1.r_2.fq.gz,113,basal,gestation d14.5,t3,bc,M00322173 (AFGH42),SLX-18045,D705rna_D501rna,NovaSeq_Run_1,pool_5_8,5,2019-03-21T00:00:00Z,9.9,22.4,2020-01-08,hi,7.553571428571429,0.44642857142857145,5'5+3'1,11.3,389,44.013398769182835,NA
SLX-18045.D707rna_D501rna,basal_t3_cb_M00323999,LIB117,data/raw/reads/NovaSeq_Run_1/SLX-18045/SLX-18045.D707rna_D501rna.H3YKJDSXY.s_1.r_1.fq.gz,data/raw/reads/NovaSeq_Run_1/SLX-18045/SLX-18045.D707rna_D501rna.H3YKJDSXY.s_1.r_2.fq.gz,117,basal,gestation d14.5,t3,cb,M00323999 (AFGY28),SLX-18045,D707rna_D501rna,NovaSeq_Run_1,pool_5_8,5,2019-02-20T00:00:00Z,9.6,12.8,2020-01-08,hi,7.21875,0.78125,5'7+3'1,1.59,394,6.114443931702815,NA
SLX-19103.D710rna_D502rna,adipocytes_t3_bc_M00322174,LIB466,data/raw/reads/NovaSeq_Run_5/SLX-19103/SLX-19103.D710rna_D502rna.H7FTJDSXY.s_2.r_1.fq.gz,data/raw/reads/NovaSeq_Run_5/SLX-19103/SLX-19103.D710rna_D502rna.H7FTJDSXY.s_2.r_2.fq.gz,466,adipocytes,gestation d14.5,t3,bc,M00322174 (AFGH43),SLX-19103,D710rna_D502rna,NovaSeq_Run_5,pool_17_20,17,2019-03-25T00:00:00Z,6.3,8.24,2020-01-27,med hi,6.786407766990291,1.2135922330097086,5'10+3'2,1.12,406,4.179728317659353,NA
SLX-19103.D712rna_D502rna,adipocytes_t3_cb_M00324000,LIB470,data/raw/reads/NovaSeq_Run_5/SLX-19103/SLX-19103.D712rna_D502rna.H7FTJDSXY.s_2.r_1.fq.gz,data/raw/reads/NovaSeq_Run_5/SLX-19103/SLX-19103.D712rna_D502rna.H7FTJDSXY.s_2.r_2.fq.gz,470,adipocytes,gestation d14.5,t3,cb,M00324000 (AFGY29),SLX-19103,D712rna_D502rna,NovaSeq_Run_5,pool_17_20,17,2019-02-20T00:00:00Z,4.9,5.66,2020-01-27,med lo,6.23321554770318,1.7667844522968197,5'12+3'2,7.46,436,25.924381428968584,NA
SLX-19103.D711rna_D502rna,adipocytes_t3_cb_M00323999,LIB469,data/raw/reads/NovaSeq_Run_5/SLX-19103/SLX-19103.D711rna_D502rna.H7FTJDSXY.s_2.r_1.fq.gz,data/raw/reads/NovaSeq_Run_5/SLX-19103/SLX-19103.D711rna_D502rna.H7FTJDSXY.s_2.r_2.fq.gz,469,adipocytes,gestation d14.5,t3,cb,M00323999 (AFGY28),SLX-19103,D711rna_D502rna,NovaSeq_Run_5,pool_17_20,17,2019-02-20T00:00:00Z,7.1,5,2020-01-27,hi,6,2,5'11+3'2,2.1,371,8.576329331046313,NA
SLX-19103.D709rna_D502rna,adipocytes_t3_bc_M00322173,LIB465,data/raw/reads/NovaSeq_Run_5/SLX-19103/SLX-19103.D709rna_D502rna.H7FTJDSXY.s_2.r_1.fq.gz,data/raw/reads/NovaSeq_Run_5/SLX-19103/SLX-19103.D709rna_D502rna.H7FTJDSXY.s_2.r_2.fq.gz,465,adipocytes,gestation d14.5,t3,bc,M00322173 (AFGH42),SLX-19103,D709rna_D502rna,NovaSeq_Run_5,pool_17_20,17,2019-03-21T00:00:00Z,8.5,13.2,2020-01-27,hi,7.242424242424242,0.7575757575757576,5'9+3'2,2.02,343,8.923049739376271,NA
SLX-19087.D706rna_D508rna,luminaldifferentiated_t3_bc_M00334656,LIB460,data/raw/reads/NovaSeq_Run_5/SLX-19087/SLX-19087.D706rna_D508rna.H7FTJDSXY.s_1.r_1.fq.gz,data/raw/reads/NovaSeq_Run_5/SLX-19087/SLX-19087.D706rna_D508rna.H7FTJDSXY.s_1.r_2.fq.gz,460,luminal differentiated,gestation d14.5,t3,bc,M00334656 (AFGH61),SLX-19087,D706rna_D508rna,NovaSeq_Run_5,pool_17_20,20,2019-05-01T00:00:00Z,8.9,8.56,2020-01-27,hi,6.831775700934579,1.1682242990654206,5'6+3'8,5.42,343,23.942044350207613,NA
SLX-19087.D705rna_D508rna,luminaldifferentiated_t3_bc_M00329356,LIB459,data/raw/reads/NovaSeq_Run_5/SLX-19087/SLX-19087.D705rna_D508rna.H7FTJDSXY.s_1.r_1.fq.gz,data/raw/reads/NovaSeq_Run_5/SLX-19087/SLX-19087.D705rna_D508rna.H7FTJDSXY.s_1.r_2.fq.gz,459,luminal differentiated,gestation d14.5,t3,bc,M00329356 (AFGH60),SLX-19087,D705rna_D508rna,NovaSeq_Run_5,pool_17_20,20,2019-04-17T00:00:00Z,8.7,37.2,2020-01-27,hi,7.731182795698925,0.26881720430107525,5'5+3'8,1.49,568,3.974605206999573,NA
SLX-19087.D707rna_D508rna,luminaldifferentiated_t3_cb_M00333420,LIB463,data/raw/reads/NovaSeq_Run_5/SLX-19087/SLX-19087.D707rna_D508rna.H7FTJDSXY.s_1.r_1.fq.gz,data/raw/reads/NovaSeq_Run_5/SLX-19087/SLX-19087.D707rna_D508rna.H7FTJDSXY.s_1.r_2.fq.gz,463,luminal differentiated,gestation d14.5,t3,cb,M00333420 (AFGY42),SLX-19087,D707rna_D508rna,NovaSeq_Run_5,pool_17_20,20,2019-04-17T00:00:00Z,9,16.6,2020-01-27,hi,7.397590361445783,0.6024096385542168,5'7+3'8,9.48,407,35.29148983694438,NA
SLX-19087.D708rna_D508rna,luminaldifferentiated_t3_cb_M00338409,LIB464,data/raw/reads/NovaSeq_Run_5/SLX-19087/SLX-19087.D708rna_D508rna.H7FTJDSXY.s_1.r_1.fq.gz,data/raw/reads/NovaSeq_Run_5/SLX-19087/SLX-19087.D708rna_D508rna.H7FTJDSXY.s_1.r_2.fq.gz,464,luminal differentiated,gestation d14.5,t3,cb,M00338409 (AFGY48),SLX-19087,D708rna_D508rna,NovaSeq_Run_5,pool_17_20,20,2019-05-16T00:00:00Z,NA,NA,2020-01-27,lo,0,8,5'8+3'8,3.18,848,5.6818181818181825,NA
SLX-19105.D706rna_D506rna,luminaldifferentiated_t3_bc_M00322174,LIB458,data/raw/reads/NovaSeq_Run_5/SLX-19105/SLX-19105.D706rna_D506rna.H7FTJDSXY.s_4.r_1.fq.gz,data/raw/reads/NovaSeq_Run_5/SLX-19105/SLX-19105.D706rna_D506rna.H7FTJDSXY.s_4.r_2.fq.gz,458,luminal differentiated,gestation d14.5,t3,bc,M00322174 (AFGH43),SLX-19105,D706rna_D506rna,NovaSeq_Run_5,pool_17_20,19,2019-03-25T00:00:00Z,9.3,5.1,2020-01-27,hi,6.03921568627451,1.9607843137254903,5'6+3'6,2.64,357,11.204481792717088,NA
SLX-19105.D707rna_D506rna,luminaldifferentiated_t3_cb_M00323999,LIB461,data/raw/reads/NovaSeq_Run_5/SLX-19105/SLX-19105.D707rna_D506rna.H7FTJDSXY.s_4.r_1.fq.gz,data/raw/reads/NovaSeq_Run_5/SLX-19105/SLX-19105.D707rna_D506rna.H7FTJDSXY.s_4.r_2.fq.gz,461,luminal differentiated,gestation d14.5,t3,cb,M00323999 (AFGY28),SLX-19105,D707rna_D506rna,NovaSeq_Run_5,pool_17_20,19,2019-02-20T00:00:00Z,8.1,NA,2020-01-27,hi,0,8,5'7+3'6,0.46,419,1.663412164605482,"used less, ran out"
SLX-19105.D705rna_D506rna,luminaldifferentiated_t3_bc_M00322173,LIB457,data/raw/reads/NovaSeq_Run_5/SLX-19105/SLX-19105.D705rna_D506rna.H7FTJDSXY.s_4.r_1.fq.gz,data/raw/reads/NovaSeq_Run_5/SLX-19105/SLX-19105.D705rna_D506rna.H7FTJDSXY.s_4.r_2.fq.gz,457,luminal differentiated,gestation d14.5,t3,bc,M00322173 (AFGH42),SLX-19105,D705rna_D506rna,NovaSeq_Run_5,pool_17_20,19,2019-03-21T00:00:00Z,8.8,1.1,2020-01-27,hi,-1.09090909090909,9.09090909090909,5'5+3'6,0.87,380,3.4688995215311005,"used less, ran out"
SLX-19104.D711rna_D504rna,adipocytes_t3_cb_M00333420,LIB471,data/raw/reads/NovaSeq_Run_5/SLX-19104/SLX-19104.D711rna_D504rna.H7FTJDSXY.s_3.r_1.fq.gz,data/raw/reads/NovaSeq_Run_5/SLX-19104/SLX-19104.D711rna_D504rna.H7FTJDSXY.s_3.r_2.fq.gz,471,adipocytes,gestation d14.5,t3,cb,M00333420 (AFGY42),SLX-19104,D711rna_D504rna,NovaSeq_Run_5,pool_17_20,18,2019-04-17T00:00:00Z,6.1,1.8866666666666667,2020-01-27,med hi,2.699646643109541,5.300353356890459,5'11+3'4,13.5,401,51.00884153253231,ran out
SLX-19104.D710rna_D504rna,adipocytes_t3_bc_M00334656,LIB468,data/raw/reads/NovaSeq_Run_5/SLX-19104/SLX-19104.D710rna_D504rna.H7FTJDSXY.s_3.r_1.fq.gz,data/raw/reads/NovaSeq_Run_5/SLX-19104/SLX-19104.D710rna_D504rna.H7FTJDSXY.s_3.r_2.fq.gz,468,adipocytes,gestation d14.5,t3,bc,M00334656 (AFGH61),SLX-19104,D710rna_D504rna,NovaSeq_Run_5,pool_17_20,18,2019-05-01T00:00:00Z,6.9,13.2,2020-01-27,med hi,7.242424242424242,0.7575757575757576,5'10+3'4,4.36,394,16.766651284417783,NA
SLX-19104.D709rna_D504rna,adipocytes_t3_bc_M00329356,LIB467,data/raw/reads/NovaSeq_Run_5/SLX-19104/SLX-19104.D709rna_D504rna.H7FTJDSXY.s_3.r_1.fq.gz,data/raw/reads/NovaSeq_Run_5/SLX-19104/SLX-19104.D709rna_D504rna.H7FTJDSXY.s_3.r_2.fq.gz,467,adipocytes,gestation d14.5,t3,bc,M00329356 (AFGH60),SLX-19104,D709rna_D504rna,NovaSeq_Run_5,pool_17_20,18,2019-04-17T00:00:00Z,7.4,14.3,2020-01-27,hi,7.300699300699301,0.6993006993006993,5'9+3'4,4.84,364,20.146520146520146,NA
SLX-19104.D712rna_D504rna,adipocytes_t3_cb_M00338409,LIB472,data/raw/reads/NovaSeq_Run_5/SLX-19104/SLX-19104.D712rna_D504rna.H7FTJDSXY.s_3.r_1.fq.gz,data/raw/reads/NovaSeq_Run_5/SLX-19104/SLX-19104.D712rna_D504rna.H7FTJDSXY.s_3.r_2.fq.gz,472,adipocytes,gestation d14.5,t3,cb,M00338409 (AFGY48),SLX-19104,D712rna_D504rna,NovaSeq_Run_5,pool_17_20,18,2019-05-16T00:00:00Z,6.5,9.4,2020-01-27,med hi,6.9361702127659575,1.0638297872340425,5'12+3'4,14.6,381,58.06092420265649,NA
SLX-19090.D703rna_D507rna,stromal_t3_cb_M00333420,LIB111,data/raw/reads/NovaSeq_Run_4/SLX-19090/SLX-19090.D703rna_D507rna.H7FT5DSXY.s_4.r_1.fq.gz,data/raw/reads/NovaSeq_Run_4/SLX-19090/SLX-19090.D703rna_D507rna.H7FT5DSXY.s_4.r_2.fq.gz,111,stromal,gestation d14.5,t3,cb,M00333420 (AFGY42),SLX-19090,D703rna_D507rna,NovaSeq_Run_4,pool_5_8,8,2019-04-17T00:00:00Z,9.6,7.32,2020-01-08,hi,6.633879781420765,1.366120218579235,5'3+3'7,11.9,414,43.55145659493486,NA
SLX-19090.D702rna_D507rna,stromal_t3_bc_M00334656,LIB108,data/raw/reads/NovaSeq_Run_4/SLX-19090/SLX-19090.D702rna_D507rna.H7FT5DSXY.s_4.r_1.fq.gz,data/raw/reads/NovaSeq_Run_4/SLX-19090/SLX-19090.D702rna_D507rna.H7FT5DSXY.s_4.r_2.fq.gz,108,stromal,gestation d14.5,t3,bc,M00334656 (AFGH61),SLX-19090,D702rna_D507rna,NovaSeq_Run_4,pool_5_8,8,2019-05-01T00:00:00Z,8.6,18,2020-01-08,hi,7.444444444444445,0.5555555555555556,5'2+3'7,7.52,455,25.041625041625043,NA
SLX-19090.D701rna_D507rna,stromal_t3_bc_M00329356,LIB107,data/raw/reads/NovaSeq_Run_4/SLX-19090/SLX-19090.D701rna_D507rna.H7FT5DSXY.s_4.r_1.fq.gz,data/raw/reads/NovaSeq_Run_4/SLX-19090/SLX-19090.D701rna_D507rna.H7FT5DSXY.s_4.r_2.fq.gz,107,stromal,gestation d14.5,t3,bc,M00329356 (AFGH60),SLX-19090,D701rna_D507rna,NovaSeq_Run_4,pool_5_8,8,2019-04-17T00:00:00Z,8.9,20.2,2020-01-08,hi,7.5049504950495045,0.49504950495049505,5'1+3'7,8.06,401,30.454167611274844,NA
SLX-19090.D704rna_D507rna,stromal_t3_cb_M00338409,LIB112,data/raw/reads/NovaSeq_Run_4/SLX-19090/SLX-19090.D704rna_D507rna.H7FT5DSXY.s_4.r_1.fq.gz,data/raw/reads/NovaSeq_Run_4/SLX-19090/SLX-19090.D704rna_D507rna.H7FT5DSXY.s_4.r_2.fq.gz,112,stromal,gestation d14.5,t3,cb,M00338409 (AFGY48),SLX-19090,D704rna_D507rna,NovaSeq_Run_4,pool_5_8,8,2019-05-16T00:00:00Z,9.1,2.71,2020-01-08,hi,4.3099630996309966,3.690036900369004,5'4+3'7,27.4,392,105.90599876314162,NA
SLX-18047.D704rna_D502rna,luminalprogenitors_t3_cb_M00324000,LIB30,data/raw/reads/NovaSeq_Run_2/SLX-18047/SLX-18047.D704rna_D502rna.H73NVDSXY.s_2.r_1.fq.gz,data/raw/reads/NovaSeq_Run_2/SLX-18047/SLX-18047.D704rna_D502rna.H73NVDSXY.s_2.r_2.fq.gz,30,luminal progenitors,gestation d14.5,t3,cb,M00324000 (AFGY29),SLX-18047,D704rna_D502rna,NovaSeq_Run_2,pool_1_4,1,2019-02-20T00:00:00Z,9.7,36.6,2020-01-02,hi,7.726775956284153,0.27322404371584696,5'4+3'2,9.46,476,30.112044817927174,NA
SLX-18047.D701rna_D502rna,luminalprogenitors_t3_bc_M00322173,LIB25,data/raw/reads/NovaSeq_Run_2/SLX-18047/SLX-18047.D701rna_D502rna.H73NVDSXY.s_2.r_1.fq.gz,data/raw/reads/NovaSeq_Run_2/SLX-18047/SLX-18047.D701rna_D502rna.H73NVDSXY.s_2.r_2.fq.gz,25,luminal progenitors,gestation d14.5,t3,bc,M00322173 (AFGH42),SLX-18047,D701rna_D502rna,NovaSeq_Run_2,pool_1_4,1,2019-03-21T00:00:00Z,10,39.6,2020-01-02,hi,7.747474747474747,0.25252525252525254,5'1+3'2,3.2,466,10.40447392378723,NA
SLX-18047.D702rna_D502rna,luminalprogenitors_t3_bc_M00322174,LIB26,data/raw/reads/NovaSeq_Run_2/SLX-18047/SLX-18047.D702rna_D502rna.H73NVDSXY.s_2.r_1.fq.gz,data/raw/reads/NovaSeq_Run_2/SLX-18047/SLX-18047.D702rna_D502rna.H73NVDSXY.s_2.r_2.fq.gz,26,luminal progenitors,gestation d14.5,t3,bc,M00322174 (AFGH43),SLX-18047,D702rna_D502rna,NovaSeq_Run_2,pool_1_4,1,2019-03-25T00:00:00Z,9.6,62.8,2020-01-02,hi,7.840764331210191,0.15923566878980894,5'2+3'2,14.8,405,55.368499812944265,NA
SLX-18047.D703rna_D502rna,luminalprogenitors_t3_cb_M00323999,LIB29,data/raw/reads/NovaSeq_Run_2/SLX-18047/SLX-18047.D703rna_D502rna.H73NVDSXY.s_2.r_1.fq.gz,data/raw/reads/NovaSeq_Run_2/SLX-18047/SLX-18047.D703rna_D502rna.H73NVDSXY.s_2.r_2.fq.gz,29,luminal progenitors,gestation d14.5,t3,cb,M00323999 (AFGY28),SLX-18047,D703rna_D502rna,NovaSeq_Run_2,pool_1_4,1,2019-02-20T00:00:00Z,9.6,63,2020-01-02,hi,7.841269841269841,0.15873015873015872,5'3+3'2,6.4,482,20.11819439205331,NA
SLX-18048.D704rna_D505rna,stromal_t3_cb_M00324000,LIB110,data/raw/reads/NovaSeq_Run_2/SLX-18048/SLX-18048.D704rna_D505rna.H73NVDSXY.s_3.r_1.fq.gz,data/raw/reads/NovaSeq_Run_2/SLX-18048/SLX-18048.D704rna_D505rna.H73NVDSXY.s_3.r_2.fq.gz,110,stromal,gestation d14.5,t3,cb,M00324000 (AFGY29),SLX-18048,D704rna_D505rna,NovaSeq_Run_2,pool_5_8,7,2019-02-20T00:00:00Z,8.6,29.6,2020-01-08,hi,7.662162162162162,0.33783783783783783,5'4+3'5,9.66,435,33.646812957157785,NA
SLX-18048.D702rna_D505rna,stromal_t3_bc_M00322174,LIB106,data/raw/reads/NovaSeq_Run_2/SLX-18048/SLX-18048.D702rna_D505rna.H73NVDSXY.s_3.r_1.fq.gz,data/raw/reads/NovaSeq_Run_2/SLX-18048/SLX-18048.D702rna_D505rna.H73NVDSXY.s_3.r_2.fq.gz,106,stromal,gestation d14.5,t3,bc,M00322174 (AFGH43),SLX-18048,D702rna_D505rna,NovaSeq_Run_2,pool_5_8,7,2019-03-25T00:00:00Z,9.5,44,2020-01-08,hi,7.7727272727272725,0.22727272727272727,5'2+3'5,6.72,390,26.107226107226104,NA
SLX-18048.D701rna_D505rna,stromal_t3_bc_M00322173,LIB105,data/raw/reads/NovaSeq_Run_2/SLX-18048/SLX-18048.D701rna_D505rna.H73NVDSXY.s_3.r_1.fq.gz,data/raw/reads/NovaSeq_Run_2/SLX-18048/SLX-18048.D701rna_D505rna.H73NVDSXY.s_3.r_2.fq.gz,105,stromal,gestation d14.5,t3,bc,M00322173 (AFGH42),SLX-18048,D701rna_D505rna,NovaSeq_Run_2,pool_5_8,7,2019-03-21T00:00:00Z,10,26,2020-01-08,hi,7.615384615384615,0.38461538461538464,5'1+3'5,4.02,404,15.076507650765075,NA
SLX-18041.D701rna_D504rna,luminalprogenitors_t3_bc_M00329356,LIB27,data/raw/reads/NovaSeq_Run_2/SLX-18041/SLX-18041.D701rna_D504rna.H73NVDSXY.s_1.r_1.fq.gz,data/raw/reads/NovaSeq_Run_2/SLX-18041/SLX-18041.D701rna_D504rna.H73NVDSXY.s_1.r_2.fq.gz,27,luminal progenitors,gestation d14.5,t3,bc,M00329356 (AFGH60),SLX-18041,D701rna_D504rna,NovaSeq_Run_2,pool_1_4,2,2019-04-17T00:00:00Z,9.5,24.8,2020-01-02,hi,7.596774193548387,0.4032258064516129,5'1+3'4,4.74,438,16.396845163968454,NA
SLX-18041.D703rna_D504rna,luminalprogenitors_t3_cb_M00333420,LIB31,data/raw/reads/NovaSeq_Run_2/SLX-18041/SLX-18041.D703rna_D504rna.H73NVDSXY.s_1.r_1.fq.gz,data/raw/reads/NovaSeq_Run_2/SLX-18041/SLX-18041.D703rna_D504rna.H73NVDSXY.s_1.r_2.fq.gz,31,luminal progenitors,gestation d14.5,t3,cb,M00333420 (AFGY42),SLX-18041,D703rna_D504rna,NovaSeq_Run_2,pool_1_4,2,2019-04-17T00:00:00Z,10,18,2020-01-02,hi,7.444444444444445,0.5555555555555556,5'3+3'4,6.76,451,22.710475038634684,NA
SLX-18041.D704rna_D504rna,luminalprogenitors_t3_cb_M00338409,LIB32,data/raw/reads/NovaSeq_Run_2/SLX-18041/SLX-18041.D704rna_D504rna.H73NVDSXY.s_1.r_1.fq.gz,data/raw/reads/NovaSeq_Run_2/SLX-18041/SLX-18041.D704rna_D504rna.H73NVDSXY.s_1.r_2.fq.gz,32,luminal progenitors,gestation d14.5,t3,cb,M00338409 (AFGY48),SLX-18041,D704rna_D504rna,NovaSeq_Run_2,pool_1_4,2,2019-05-16T00:00:00Z,9.8,25.8,2020-01-02,hi,7.612403100775194,0.38759689922480617,5'4+3'4,5.22,441,17.934446505875076,NA
SLX-18041.D702rna_D504rna,luminalprogenitors_t3_bc_M00334656,LIB28,data/raw/reads/NovaSeq_Run_2/SLX-18041/SLX-18041.D702rna_D504rna.H73NVDSXY.s_1.r_1.fq.gz,data/raw/reads/NovaSeq_Run_2/SLX-18041/SLX-18041.D702rna_D504rna.H73NVDSXY.s_1.r_2.fq.gz,28,luminal progenitors,gestation d14.5,t3,bc,M00334656 (AFGH61),SLX-18041,D702rna_D504rna,NovaSeq_Run_2,pool_1_4,2,2019-05-01T00:00:00Z,9.6,15.5,2020-01-02,hi,7.354838709677419,0.6451612903225806,5'2+3'4,4.24,426,15.080381277564378,NA
SLX-18046.D711rna_D503rna,endothelial_t4_cb_M00344073,LIB135,data/raw/reads/NovaSeq_Run_1/SLX-18046/SLX-18046.D711rna_D503rna.H3YKJDSXY.s_3.r_1.fq.gz,data/raw/reads/NovaSeq_Run_1/SLX-18046/SLX-18046.D711rna_D503rna.H3YKJDSXY.s_3.r_2.fq.gz,135,endothelial,lactation d5,t4,cb,M00344073 (AFGY56),SLX-18046,D711rna_D503rna,NovaSeq_Run_1,pool_5_8,6,2019-06-10T00:00:00Z,8.7,4.6,2020-01-08,hi,5.826086956521738,2.173913043478261,5'11+3'3,11.4,406,42.543663233318405,NA
SLX-18046.D709rna_D503rna,endothelial_t4_bc_M00329786,LIB131,data/raw/reads/NovaSeq_Run_1/SLX-18046/SLX-18046.D709rna_D503rna.H3YKJDSXY.s_3.r_1.fq.gz,data/raw/reads/NovaSeq_Run_1/SLX-18046/SLX-18046.D709rna_D503rna.H3YKJDSXY.s_3.r_2.fq.gz,131,endothelial,lactation d5,t4,bc,M00329786 (AFGH63),SLX-18046,D709rna_D503rna,NovaSeq_Run_1,pool_5_8,6,2019-05-16T00:00:00Z,8.6,4.6,2020-01-08,hi,5.826086956521738,2.173913043478261,5'9+3'3,2.48,387,9.709498081591105,NA
SLX-18046.D710rna_D503rna,endothelial_t4_bc_M00332635,LIB132,data/raw/reads/NovaSeq_Run_1/SLX-18046/SLX-18046.D710rna_D503rna.H3YKJDSXY.s_3.r_1.fq.gz,data/raw/reads/NovaSeq_Run_1/SLX-18046/SLX-18046.D710rna_D503rna.H3YKJDSXY.s_3.r_2.fq.gz,132,endothelial,lactation d5,t4,bc,M00332635 (AFGH66),SLX-18046,D710rna_D503rna,NovaSeq_Run_1,pool_5_8,6,2019-06-13T00:00:00Z,8.4,5.58,2020-01-08,hi,6.207885304659499,1.7921146953405018,5'10+3'3,7.3,407,27.17593626684536,NA
